x,y
0.9877770246125939,1.940718593302079
1.0184008227479844,1.8397903836072849
1.0864034906015552,2.0912391265984764
1.0370362634284571,1.8847496103054502
0.9589564095658416,2.0108314643881666
0.8662614348038312,2.118409868571633
0.9736543984567816,1.9092244010453345
0.8888855414147705,2.1767712202400475
0.8847743735075523,1.902461092471639
0.8439351467359489,1.9391234535075026
1.0356212214311387,1.93884705412533
1.0953978343767106,2.084396226379534
0.7272399470317439,1.9874733097911597
1.0935424787360397,2.062819737931612
0.76797421481816,1.7117235776606172
1.151955629684901,1.8775594052177376
0.8805623172783371,2.092421250769532
0.878538943951941,2.0227333133268806
1.044270702344164,1.7263620449018549
1.0048237965421105,1.7993735167123188
1.106883305222192,1.8826632487125097
0.9123772574025788,2.002048260073436
0.9542178811383784,1.9753759488190505
0.9184278943654821,1.8257103288854089
1.0365905762660204,1.9212490207017092
1.0114869775030844,2.143958614595488
0.7051989679943018,1.955686793094017
0.9804547732436398,1.854319289733102
0.9650910689736973,1.8889979830024992
0.9876182741251804,1.8778888480939084
0.964402505860107,1.947043186750942
0.8440858541461425,2.034827847625654
0.9955336303211463,2.0257922773492547
0.8901627829913752,1.9688566592564662
0.875848986684666,1.8487175567605558
1.1846625160872581,2.0725405070407414
1.1255097208317513,1.908968560805161
0.8758529370222837,1.7740348755401205
0.873166100543659,2.0061216886760644
1.0449837194295983,2.0165230632965883
1.0613287147669668,2.033247000644513
0.930178140601834,2.029891617837736
0.8780705599399758,2.163453480590812
1.0363576749352017,2.077546981608425
0.9717097952269033,1.939632425652607
0.9808418638792651,2.005004470522361
1.122984518601609,1.9572096028426735
1.0590976084784307,2.0666312661025055
1.060866317749412,1.8879372930001135
1.097494885253144,1.9206636803186836
1.2431423573053955,1.9133040546016888
1.086120958136743,1.9824811874626707
1.1617730197521905,2.108689497035472
0.9565214707213783,2.057236134563645
1.0817154776191988,2.0811501776430883
1.16114785132627,2.0099415568173375
0.9757799018788909,2.0924502749131357
0.9667574098501279,1.7678272083898225
1.02820979134383,2.1928533582204395
0.8674029009866718,2.029536803555975
1.0655411451620056,1.928119338532373
0.9233645509267383,2.108124688407895
0.9448599559448982,2.1713073765758932
0.8612907218481585,1.9914544741603293
0.9633482762475625,2.130128326170059
1.0314436747742133,2.164741072732112
1.0230853376996372,2.0122691576584906
1.1133535416642473,2.0535607466377437
0.9485485942538879,1.949802281121553
0.9878850100963136,2.0492616287755867
1.0971517774138124,1.9774044763268914
0.9742231826929185,1.9710400758671478
1.0499359641058132,1.9054974916851162
0.892479606293584,1.8659003313905993
0.8605368655928411,2.100890239531964
0.959539936210179,1.789397489544983
1.1653063066431106,2.187719787906409
0.8964346601843367,2.151362582904377
1.0224105836214543,2.0445603648054127
1.0075721903573844,2.2570204764553807
0.8106682870047719,1.8846204592596971
1.0243619377325488,1.938557392780628
0.9927078902588674,1.9102085296443228
0.9273815744808137,1.8295845010878282
0.9997107288210454,2.03801399139997
0.9514773228072211,2.1175602338405555
0.9388664661494766,1.7895619838062573
0.9881899864339312,1.85610116943836
1.06249667678978,2.1048402652431784
0.8879705561865877,2.044173696594259
0.9631200142856711,1.9018813877803142
0.9339839578767595,1.8962875989532808
1.111682456338444,2.0519190718273537
1.0429170043768918,2.2035513456267632
1.0861992392463595,2.174047219272877
0.9859668316272471,2.213543775225326
0.8850318856406821,1.8615787082775235
0.9877385342560999,1.994728799368826
1.0096023754190904,2.01183484391657
0.8582326706315814,1.9541412434164933
4.8687461903495715,8.135405141594873
5.077349938470345,8.182992039187075
4.843400724604993,7.969005512382946
5.056040684482444,8.00560322051932
5.121559081968822,7.961263852383066
4.891309129038551,8.006069072025772
4.908463669513358,8.230292861879981
